address,city,country,keys,latitude,longitude,name,postalCode,province,websites,websites2,website3,website4, website5
23 E High St,Oxford,US,us/oh/oxford/23ehighst/-1947870258,39.51006,-84.74151,Jimmy John's,45056,OH,http://www.jimmyjohns.com,,,,
1300 Seaton Drive,Greenup,US,us/ky/greenup/1300seatondrive/93075755,38.567286,-82.83007,Arby's,41144,KY,http://www.arbys.com,http://locations.arbys.com/us/ky/greenup/1300-seaton-drive.html,,,
1045 Winchester Avenue,Ashland,US,us/ky/ashland/1045winchesteravenue/93075755,38.481963,-82.645262,Arby's,41102,KY,http://www.arbys.com,,,,
4 S Mustang Rd,Yukon,US,us/ok/yukon/4smustangrd/-1161002137,35.46437,-97.72459,McDonald's,73099,OK,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
21355 Sherwood Blvd,Sherwood,US,us/or/sherwood/21355sherwoodblvd/-1161002137,45.3656,-122.8477,McDonald's,97140,OR,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
359 Kidder St,Wilkes Barre,US,us/pa/wilkesbarre/359kidderst/-791445730,41.249908,-75.856264,Wendy's,18702,PA,http://www.wendys.com,,,,
510 Pierce St,Kingston,US,us/pa/kingston/510piercest/93075755,41.257654,-75.883083,Arby's,18704,PA,http://www.arbys.com,,,,
2659 Front St,Richlands,US,us/va/richlands/2659frontst/-1161002137,37.09416,-81.81229,McDonald's,24641,VA,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
1422 S Main St,Red Bud,US,us/il/redbud/1422smainst/-1161002137,38.19885,-89.99387,McDonald's,62278,IL,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
8834 W State Road 114,Rensselaer,US,us/in/rensselaer/8834wstateroad114/-1161002137,40.94137,-87.21633,McDonald's,47978,IN,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
8019 Merriman Rd,Romulus,US,us/mi/romulus/8019merrimanrd/-1161002137,42.24591,-83.347506,McDonald's,48174,MI,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
3003 Ny-50,Saratoga Springs,US,us/ny/saratogasprings/3003ny-50/-1161002137,43.0983,-73.74834,Mcdonalds,12866,NY,http://mcdonalds.com,,,,
5835 Saint Croix Trl,North Branch,US,us/mn/northbranch/5835saintcroixtrl/-1161002137,45.51044,-92.99022,McDonald's,55056,MN,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
110 Slim Lemoine Rd,Mansura,US,us/la/mansura/110slimlemoinerd/-1161002137,31.061466,-92.05434,McDonald's,71350,LA,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com,,,
667 Maratech Ave,Marathon,US,us/wi/marathon/667maratechave/-1161002137,44.94063,-89.84137,McDonalds,54448,WI,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
1930 Monmouth St,Newport,US,us/ky/newport/1930monmouthst/-1161002137,39.07865,-84.48072,McDonald's,41071,KY,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
726 1st Ave E,Newton,US,us/ia/newton/7261stavee/-1161002137,41.6994,-93.04462,McDonald's,50208,IA,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
600 E Broadway St,North Little Rock,US,us/ar/northlittlerock/600ebroadwayst/-1161002137,34.75545,-92.26144,McDonald's,72114,AR,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
4008 McCain Blvd,North Little Rock,US,us/ar/northlittlerock/4008mccainblvd/-1161002137,34.78973,-92.22685,McDonald's,72116,AR,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
1681 E 70th St,Shreveport,US,us/la/shreveport/1681e70thst/1780593795,32.44294,-93.7199,Sonic Drive-In,71105,LA,https://locations.sonicdrivein.com/la/shreveport/1681-e-70th-street.html,,,,
628 E Kings Hwy,Shreveport,US,us/la/shreveport/628ekingshwy/1780593795,32.47917,-93.72108,Sonic Drive-In,71105,LA,https://locations.sonicdrivein.com/la/shreveport/628-east-kings-highway.html,,,,
1328 E Robinson Ave,Springdale,US,us/ar/springdale/1328erobinsonave/1780593795,36.16732,-94.1166,SONIC Drive In,72764,AR,https://locations.sonicdrivein.com/ar/springdale/1328-e-robinson.html,,,,
1120 N 7th St,Rochelle,US,us/il/rochelle/1120n7thst/-1161002137,41.93495,-89.06897,McDonald's,61068,IL,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
1402 W Main St,Robinson,US,us/il/robinson/1402wmainst/-1161002137,39.00568,-87.75446,McDonald's,62454,IL,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
150 N China Lake Blvd,Ridgecrest,US,us/ca/ridgecrest/150nchinalakeblvd/-1161002137,35.62427,-117.66919,McDonald's,93555,CA,http://www.mcdonalds.com,,,,
590 Highway 51 N,Ripley,US,us/tn/ripley/590highway51n/-1161002137,35.76193,-89.54478,McDonald's,38063,TN,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
1202 N Pacific St,Mineola,US,us/tx/mineola/1202npacificst/-1161002137,32.67506,-95.4846,McDonald's,75773,TX,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
6800 Eastman Ave Ste 5,Midland,US,us/mi/midland/6800eastmanaveste5/-1161002137,43.6592,-84.24676,McDonald's,48642,MI,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
100 Garrett Morris Pkwy,Mineral Wells,US,us/tx/mineralwells/100garrettmorrispkwy/-1161002137,32.81028,-98.08335,McDonald's,76067,TX,http://mcdonalds.com,,,,
210 Rodi Rd,Pittsburgh,US,us/pa/pittsburgh/210rodird/106088,40.463396955,-79.824348092,KFC,15235,PA,http://www.kfc.com,http://kfc.com,,,
480 S Wood Dr,Okmulgee,US,us/ok/okmulgee/480swooddr/-1161002137,35.6196,-95.9609,McDonald's,74447,OK,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
4418 S Shields Blvd,Oklahoma City,US,us/ok/oklahomacity/4418sshieldsblvd/-1161002137,35.421,-97.50752,McDonald's,73129,OK,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,,
19820 Alberta St,Oneida,US,us/tn/oneida/19820albertast/-1161002137,36.51547,-84.50623,McDonald's,37841,TN,http://www.mcdonalds.com,,,,
302 S Il Route 31,Mchenry,US,us/il/mchenry/302silroute31/-1161002137,42.326015,-88.27409,McDonald's,60050,IL,http://mcdonalds.com,,,,
207 Lincoln Dr,Fredericktown,US,us/mo/fredericktown/207lincolndr/1780593795,37.56399,-90.28917,SONIC Drive In,63645,MO,http://sonicdrivein.com,,,,
1903 N Bluff St,Fulton,US,us/mo/fulton/1903nbluffst/1780593795,38.86677,-91.94391,SONIC Drive In,65251,MO,https://locations.sonicdrivein.com/mo/fulton/1903-bluff-street.html,,,,
505 W 7th St,Galena,US,us/ks/galena/505w7thst/1780593795,37.07537,-94.6439,SONIC Drive In,66739,KS,http://sonicdrivein.com,https://locations.sonicdrivein.com/ks/galena/505-w--7th-street.html,,,
316 E St,Marysville,US,us/ca/marysville/316est/-1161002137,39.13864,-121.59073,McDonald's,95901,CA,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
2010 Burton Ln,Martinsville,US,us/in/martinsville/2010burtonln/-1161002137,39.406806,-86.437117,McDonald's,46151,IN,http://www.mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
1623 Main St,Keokuk,US,us/ia/keokuk/1623mainst/-791445730,40.40513,-91.39253,Wendy's,52632,IA,http://www.wendys.com,,,,
1120 N Main St,Marion,US,us/va/marion/1120nmainst/-1161002137,36.844017,-81.501597,McDonald's,24354,VA,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
1430 Live Oak St,Marlin,US,us/tx/marlin/1430liveoakst/-1161002137,31.30594,-96.87568,McDonald's,76661,TX,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
102 E Trefz Dr,Marshall,US,us/il/marshall/102etrefzdr/-1161002137,39.417984,-87.69309,McDonald's,62441,IL,http://mcdonalds.com,,,,
3318 E Business 83,Weslaco,US,us/tx/weslaco/3318ebusiness83/-1161002137,26.15322,-97.95739,McDonald's,78596,TX,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
1024 N Mission St,Wenatchee,US,us/wa/wenatchee/1024nmissionst/-1161002137,47.435873,-120.322573,McDonald's,98801,WA,,,,,
902 Us Highway 68,Maysville,US,us/ky/maysville/902ushighway68/-1161002137,38.64331,-83.77966,McDonald's,41056,KY,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
155 Parkway N,Waterford,US,us/ct/waterford/155parkwayn/-1161002137,41.37086,-72.15436,McDonald's,6385,CT,http://mcdonalds.com,,,,
1400 N Liberty St,Waynesboro,US,us/ga/waynesboro/1400nlibertyst/-1161002137,33.10108,-82.02278,McDonald's,30830,GA,http://mcdonalds.com,http://www.mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,
355 S Main St,Waynesville,US,us/oh/waynesville/355smainst/-1161002137,39.526698,-84.089636,McDonald's,45068,OH,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
7085 Liberty Centre Dr,West Chester,US,us/oh/westchester/7085libertycentredr/-1161002137,39.3722,-84.38413,McDonald's,45069,OH,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
5315 Veterans Memorial Blvd,Metairie,US,us/la/metairie/5315veteransmemorialblvd/-1161002137,30.00641,-90.20038,McDonald's,70003,LA,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
1545 E 5th St,Metropolis,US,us/il/metropolis/1545e5thst/-1161002137,37.15362,-88.71232,McDonald's,62960,IL,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
2783 S Clark St,Mexico,US,us/mo/mexico/2783sclarkst/-1161002137,39.14706,-91.88952,McDonald's,65265,MO,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
3507 Franklin St,Michigan City,US,us/in/michigancity/3507franklinst/-1161002137,41.690426,-86.894004,McDonald's,46360,IN,http://mcdonalds.com,,,,
108 N Outer Rd,Saint James,US,us/mo/saintjames/108nouterrd/-1161002137,37.996497,-91.632136,McDonald's,65559,MO,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
400 S Trenton St,Ruston,US,us/la/ruston/400strentonst/-1161002137,32.52545,-92.64007,McDonalds,71270,LA,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
182 S Main St,Rutland,US,us/vt/rutland/182smainst/-1161002137,43.59586,-72.96926,McDonald's,5701,VT,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
183 Swanton Rd,Saint Albans,US,us/vt/saintalbans/183swantonrd/-1161002137,44.837665,-73.080817,McDonald's,5478,VT,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
1155 S Carney Dr,Saint Clair,US,us/mi/saintclair/1155scarneydr/-1161002137,42.818354,-82.505125,McDonald's,48079,MI,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
955 Rockland Rd,Lake Bluff,US,us/il/lakebluff/955rocklandrd/-200179288,42.278492,-87.87174,Meatheads,60044-2219,IL,http://www.meatheadsburgers.com,,,,
306 E Three Notch St,Andalusia,US,us/al/andalusia/306ethreenotchst/1780593795,31.308188,-86.478617,Sonic Drive-In,36420,AL,https://locations.sonicdrivein.com/al/andalusia/306-e--three-knotch-street.html,,,,
5805 W Broad St,Richmond,US,us/va/richmond/5805wbroadst/1780593795,37.5904,-77.5048,Sonic Drive In,23230,VA,https://locations.sonicdrivein.com/va/richmond/5805-west-broad-street.html,,,,
1300 Main St,Alamosa,US,us/co/alamosa/1300mainst/1780593795,37.46773,-105.876,SONIC Drive In,81101,CO,https://locations.sonicdrivein.com/co/alamosa/1300-main-street.html,,,,
725 Macarthur Dr,Alexandria,US,us/la/alexandria/725macarthurdr/1780593795,31.2946,-92.47741,Sonic Drive-In,71303,LA,https://locations.sonicdrivein.com/la/alexandria/725--macarthur-drive.html,http://sonicdrivein.com,,,
381 Highway Z,Saint Robert,US,us/mo/saintrobert/381highwayz/-1161002137,37.82303,-92.13962,McDonald's,65584,MO,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
901 S Main St,Salem,US,us/mo/salem/901smainst/-1161002137,37.636788,-91.535633,McDonald's,65560,MO,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
2918 State Road 37,Mitchell,US,us/in/mitchell/2918stateroad37/-1161002137,38.72474,-86.4788,McDonald's,47446,IN,http://mcdonalds.com,,,,
1406 N 18th St,Monroe,US,us/la/monroe/1406n18thst/-1161002137,32.52379,-92.11232,McDonald's,71201,LA,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
1401 S Baltimore St,Kirksville,US,us/mo/kirksville/1401sbaltimorest/-1161002137,40.18456,-92.57138,McDonald's,63501,MO,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
11038 Potranco Rd,San Antonio,US,us/tx/sanantonio/11038potrancord/-1161002137,29.43531,-98.70938,McDonald's,78251,TX,http://mcdonalds.com,,,,
220 S Highway 97,Sand Springs,US,us/ok/sandsprings/220shighway97/-1161002137,36.1354,-96.11528,McDonald's,74063-6571,OK,http://mcdonalds.com/us/en/home.html,,,,
8600 W Gage Blvd,Kennewick,US,us/wa/kennewick/8600wgageblvd/1780593795,46.22777,-119.23849,SONIC Drive In,99336,WA,https://locations.sonicdrivein.com/wa/kennewick/8600-west-gage-blvd.html,,,,
3325 Main St,Keokuk,US,us/ia/keokuk/3325mainst/1780593795,40.41772,-91.40538,SONIC Drive In,52632,IA,http://sonicdrivein.com,https://locations.sonicdrivein.com/ia/keokuk/3325-main-street.html,,,
520 Highway 82 E,Indianola,US,us/ms/indianola/520highway82e/1780593795,33.45755,-90.64216,SONIC Drive In,38751,MS,http://sonicdrivein.com,https://locations.sonicdrivein.com/ms/indianola/520-highway-82-e-.html,,,
2035 College Ave,Jackson,US,us/al/jackson/2035collegeave/1780593795,31.53244,-87.8908,SONIC Drive In,36545,AL,http://sonicdrivein.com,https://locations.sonicdrivein.com/al/jackson/2035-college-avenue.html,,,
594 Old Winnfield Rd,Jonesboro,US,us/la/jonesboro/594oldwinnfieldrd/1780593795,32.23929,-92.71044,Sonic Drive-In,71251,LA,https://locations.sonicdrivein.com/la/jonesboro/594-old-winnfield-road.html,,,,
1711 E Elm St,Jefferson City,US,us/mo/jeffersoncity/1711eelmst/1780593795,38.55429,-92.15143,SONIC Drive In,65101,MO,https://locations.sonicdrivein.com/mo/jefferson-city/1711-east-elm-street.html,http://sonicdrivein.com,,,
201 Sterling Run Blvd,Mount Orab,US,us/oh/mountorab/201sterlingrunblvd/-791445730,39.038742,-83.92073,Wendy's,45154,OH,http://www.wendys.com,http://wendys.com,,,
2501 S Madison St,Muncie,US,us/in/muncie/2501smadisonst/-791445730,40.172369,-85.381619,Wendy's,47302,IN,http://www.wendys.com,,,,
2620 W Jackson St,Muncie,US,us/in/muncie/2620wjacksonst/-791445730,40.192966,-85.416889,Wendy's,47303,IN,http://www.wendys.com,,,,
1992 Declaration Dr,Independence,US,us/ky/independence/1992declarationdr/-791445730,38.93166,-84.54565,Wendy's,41051,KY,http://www.wendys.com,,,,
1104 Highway 82 E,Indianola,US,us/ms/indianola/1104highway82e/-791445730,33.45762,-90.63505,Wendy's,38751,MS,http://www.wendys.com,,,,
525 W Broadway Ave,Jackson,US,us/wy/jackson/525wbroadwayave/-791445730,43.478252,-110.77098,Wendy's,83001,WY,http://www.wendys.com,,,,
31 Highway 15 S,Jackson,US,us/ky/jackson/31highway15s/-791445730,37.55775,-83.38138,Wendy's,41339,KY,http://www.wendys.com,,,,
748 N Lake Dr,Prestonsburg,US,us/ky/prestonsburg/748nlakedr/-791445730,37.6771,-82.77852,Wendy's,41653,KY,http://www.wendys.com,,,,
503 Apollo Drive,Wapakoneta,US,us/oh/wapakoneta/503apollodrive/1082608893,40.5638,-84.17383,Waffle House,45895,OH,https://locations.wafflehouse.com/oh-wapakoneta-991,,,,
208 20th St E,Tifton,US,us/ga/tifton/20820thste/-791445730,31.47235,-83.50424,Wendy's,31794,GA,https://locations.wendys.com/tifton-ga-9676,,,,
2280 W Main St,Tremonton,US,us/ut/tremonton/2280wmainst/-791445730,41.71128,-112.20011,Wendy's,84337,UT,http://www.wendys.com,,,,
12 Us Highway 66 E,Tell City,US,us/in/tellcity/12ushighway66e/-791445730,37.94072,-86.76195,Wendy's,47586,IN,http://www.wendys.com,,,,
16 E Taft Ave,Sapulpa,US,us/ok/sapulpa/16etaftave/-1161002137,35.98833,-96.11264,McDonald's,74066,OK,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
300 E Tomichi Ave,Gunnison,US,us/co/gunnison/300etomichiave/1780593795,38.54475,-106.92394,SONIC Drive In,81230,CO,https://locations.sonicdrivein.com/co/gunnison/300-e--tomichi.html,,,,
729 E Reed Rd,Greenville,US,us/ms/greenville/729ereedrd/1780593795,33.38493,-91.04045,SONIC Drive In,38701,MS,http://sonicdrivein.com,https://locations.sonicdrivein.com/ms/greenville/729-e--reed-road.html,,,
12046 Highway 49,Gulfport,US,us/al/gulfport/12046highway49/1780593795,30.457777,-89.10041,SONIC Drive In,39503,AL,https://locations.sonicdrivein.com/ms/gulfport/12046-us-highway-49.html,,,,
700 I 10 S Frontage Rd,Scott,US,us/la/scott/700i10sfrontagerd/-1161002137,30.24443,-92.10608,McDonald's,70583,LA,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
1450 8th St NW,Pine City,US,us/mn/pinecity/14508thstnw/-1161002137,45.84622,-92.97329,McDonald's,55063,MN,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
190 Cassidy Blvd,Pikeville,US,us/ky/pikeville/190cassidyblvd/-1161002137,37.50474,-82.53548,McDonald's,41501,KY,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com,,,
3683 N Mayo Trl,Pikeville,US,us/ky/pikeville/3683nmayotrl/-1161002137,37.51781,-82.56601,McDonald's,41501,KY,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
919 N Leavitt Rd,Amherst,US,us/oh/amherst/919nleavittrd/-1065909473,41.416894,-82.208865,Mr. Hero,44001,OH,http://www.mrhero.com,,,,
24932 Aurora Rd,Bedford,US,us/oh/bedford/24932aurorard/-1065909473,41.41074,-81.50282,Mr Hero,44146,OH,http://www.mrhero.com,http://mrhero.com,,,
401 W Spresser St,Taylorville,US,us/il/taylorville/401wspresserst/-1161002137,39.55344,-89.2988,McDonald's,62568,IL,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
1001 Highway 80,Haughton,US,us/la/haughton/1001highway80/1780593795,32.55632,-93.61279,Sonic Drive-In,71037,LA,https://locations.sonicdrivein.com/la/haughton/1001-highway-80.html,,,,
504 N Main St,Tuskegee,US,us/al/tuskegee/504nmainst/-2061630068,32.42699,-85.6932,Burger King,36083,AL,http://www.bk.com,https://locations.bk.com/al/tuskegee/504-north-main-st.html,,,
14171 Highway 231 431 N,Hazel Green,US,us/al/hazelgreen/14171highway231431n/1780593795,us/al/hazelgreen/14171highway231431n/1780593795,34.93102,-86.57292,Sonic Drive-In,35750-8653,AL,https://locations.sonicdrivein.com/al/hazel-green/14171-highway-231-431-north.html,,,
5955 Highway 11 E,Piney Flats,US,us/tn/pineyflats/5955highway11e/-1161002137,36.4255,-82.31592,McDonald's,37686,TN,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
2100 Woodward Ave,Muscle Shoals,US,us/al/muscleshoals/2100woodwardave/-864103396,34.7416,-87.66823,Taco Bell,35661,AL,https://locations.tacobell.com/al/muscle-shoals/2100-woodward-ave.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=030269andutm_content=website,http://www.tacobell.com,http://www.locations.tacobell.com,https://locations.tacobell.com/al/muscle-shoals/2100-woodward-ave.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=030269&utm_content=website,
1201 Florence Blvd,Florence,US,us/al/florence/1201florenceblvd/-442344130,34.81753,-87.66091,Krystal,35630,AL,http://www.krystal.com/locations/alabama/florence-florence-blvd,http://www.krystal.com,http://www.krystal.com/locations/alabama/florence-florence-blvd/,,
305 S Tillotson Ave,Muncie,US,us/in/muncie/305stillotsonave/-1161002137,40.191442,-85.419153,McDonald's,47304,IN,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
901 E Mcgalliard Rd,Muncie,US,us/in/muncie/901emcgalliardrd/-1161002137,40.219023,-85.37741,McDonald's,47303,IN,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
Parcel F Lycoming Mall,Muncy,US,us/pa/muncy/parcelflycomingmall/-1161002137,41.24398,-76.82976,McDonald's,17756,PA,,,,,
106 SE Broad St,Murfreesboro,US,us/tn/murfreesboro/106sebroadst/-1161002137,35.841338,-86.391189,McDonald's,37130,TN,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
140 W Shawnee St,Muskogee,US,us/ok/muskogee/140wshawneest/-1161002137,35.77115,-95.35928,McDonald's,74401,OK,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
524 E Us Highway 24,Woodland Park,US,us/co/woodlandpark/524eushighway24/-1161002137,38.98972,-105.04762,McDonald's,80863,CO,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
1616 N Park Dr,Winslow,US,us/az/winslow/1616nparkdr/-1161002137,35.03726,-110.69778,McDonald's,86047,AZ,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,,
1512 S 11th St,Nebraska City,US,us/ne/nebraskacity/1512s11thst/-1161002137,40.66362,-95.85976,McDonald's,68410,NE,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
911 E Washington St,Winchester,US,us/in/winchester/911ewashingtonst/-1161002137,40.17216,-84.9658,McDonald's,47394,IN,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
103 Highway 84,Winnfield,US,us/la/winnfield/103highway84/-1161002137,31.92575,-92.65248,McDonalds,71483,LA,http://www.mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
111 N Evarts St,Powell,US,us/wy/powell/111nevartsst/-1161002137,44.75326,-108.7527,McDonald's,82435,WY,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
2901 20th Ave,Valley,US,us/al/valley/290120thave/-791445730,32.8459,-85.18331,Wendy's,36854,AL,http://www.wendys.com,,,,
16200 SW Pacific Hwy,Portland,US,us/or/portland/16200swpacifichwy/-1161002137,45.4037,-122.7966,McDonald's,97223,OR,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,,
1525 NE 103rd Ave,Portland,US,us/or/portland/1525ne103rdave/-1161002137,45.5337,-122.55659,McDonald's,97220,OR,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
1212 S Rock St,Sheridan,US,us/ar/sheridan/1212srockst/-1161002137,34.29139,-92.39887,McDonald's,72150,AR,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
6205 Youree Dr,Shreveport,US,us/la/shreveport/6205youreedr/-1161002137,32.4514,-93.72186,McDonald's,71105,LA,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
5849 N Market St,Shreveport,US,us/la/shreveport/5849nmarketst/-1161002137,32.60097,-93.8428,McDonald's,71107,LA,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
1635 E Bert Kouns Industrial Loop,Shreveport,US,us/la/shreveport/1635ebertkounsindustrialloop/-1161002137,32.43023,-93.71407,McDonald's,71105,LA,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,,,
815 Eastland Dr,Jefferson City,US,us/mo/jeffersoncity/815eastlanddr/-1161002137,38.54947,-92.14952,McDonald's,65101,MO,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
530 Reidville Dr,Waterbury,US,us/ct/waterbury/530reidvilledr/-1161002137,41.5397,-72.99557,McDonald's,6705,CT,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,,
100 Brownswitch Rd,Slidell,US,us/la/slidell/100brownswitchrd/-1161002137,30.31164,-89.76958,McDonald's,70458,LA,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
3414 College Ave,Snyder,US,us/tx/snyder/3414collegeave/-1161002137,32.70731,-100.91853,McDonald's,79549,TX,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com,,,
1215 Front St,Soledad,US,us/ca/soledad/1215frontst/-1161002137,us/ca/soledad/1215frontst/-1161002137,36.41829,-121.321465,McDonald's,93960-2975,CA,http://mcdonalds.com,,,
9859 Middlebelt Rd,Romulus,US,us/mi/romulus/9859middlebeltrd/-791445730,42.23347,-83.32715,Wendy's,48174,MI,http://www.wendys.com,,,,
1440 N Trenton St,Ruston,US,us/la/ruston/1440ntrentonst/-791445730,32.543694,-92.63906,Wendy's,71270,LA,http://www.wendys.com,,,,
2800 Niles Ave,Saint Joseph,US,us/mi/saintjoseph/2800nilesave/-791445730,42.0853,-86.4856,Wendy's,49085,MI,http://www.wendys.com,,,,
1607 W Main St,Salem,US,us/va/salem/1607wmainst/-791445730,37.28955,-80.08426,Wendy's,24153,VA,http://www.wendys.com,,,,
